entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,fecha_adjudicacion,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen
UNIDAD ADMINISTRATIVA ESPECIAL DE REHABILITACIÓN Y MANTENIMIENTO VIAL,900127032,Distrito Capital de Bogotá,Bogotá,Territorial,Centralizada,CO1.REQ.4307782,SIP-046-2023,702318023,CO1.BDOS.4209870,LEVANTAMIENTO; GEORREFERENCIACIÓN; PROCESAMIENTO Y ANÁLISIS DE INFORMACIÓN PARA EL DIAGNÓSTICO DE LA CONDICIÓN FUNCIONAL DE LA MALLA VIAL URBANA Y RURAL; DEL ESPACIO PÚBLICO Y DE LA CICLO,"REALIZAR EL LEVANTAMIENTO, GEORREFERENCIACIÓN, PROCESAMIENTO Y ANÁLISIS DE INFORMACIÓN PARA EL DIAGNÓSTICO DE LA CONDICIÓN FUNCIONAL DE LA MALLA VIAL URBANA Y RURAL, DEL ESPACIO PÚBLICO Y DE LA CICLO-INFRAESTRUCTURA DE LA LOCALIDAD DE CHAPINERO, MEDIANTE LA EVALUACIÓN SUPERFICIAL DE LOS PAVIMENTOS UTILIZANDO TECNOLOGÍAS DE ALTO RENDIMIENTO",Presentación de oferta,2023-03-23,2023-03-23,2023-03-23,0,Solicitud de información a los Proveedores,No,3,Mes(es),2023-04-05,,2023-03-23,Bogotá,PROCESO DE CONTRATACIÓN,605,0,16,0,3,0,0,3,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81102201,Abierto,No,No Definido,V181101510,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4211912'},702318023,Presentación de oferta
MINISTERIO DE TRANSPORTE*,899999055,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.5543694,CD-297-2024,700612096,CO1.BDOS.5426294,PRESTAR LOS SERVICIOS PROFESIONALES PARA APOYAR TECNICAMENTE A LA SUBDIRECCIÓN DE TRANSPORTE EN LA ATENCIÓN; REVISIÓN Y SEGUIMIENTO DE CONCEPTOS Y REQUERIMIENTOS RELACIONADOS CON EL TRANSPORTE TERREST,"PRESTAR LOS SERVICIOS PROFESIONALES PARA APOYAR TECNICAMENTE A LA SUBDIRECCIÓN DE TRANSPORTE EN LA ATENCIÓN, REVISIÓN Y SEGUIMIENTO DE CONCEPTOS Y REQUERIMIENTOS RELACIONADOS CON EL TRANSPORTE TERRESTRE AUTOMOTOR NACIONAL",Presentación de oferta,2024-01-15,2024-01-15,2024-01-15,57666667,Contratación directa,Servicios profesionales y apoyo a la gestión,346,día(s),,,,Bogotá,Grupo Contratos,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,706988029,Boyacá,Tunja,,0,No Adjudicado,William Fernando Avendaño Gonzalez,7181241,V1.81102201,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5437193'},700612096,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.193101,IP-OAP-006-2017,700676059,CO1.BDOS.189101,ELABORAR UN DIAGNÓSTICO QUE ORIENTE LA FORMULACIÓN DE UN MANUAL TENDIENTE A NORMALIZAR EL BUEN USO Y MANEJO TÉCNICO AMBIENTAL DE LOS PRODUCTOS Y/O SERVICIOS ENTREGADOS A LOS USUARIOS DEL INVIAS,ELABORAR UN DIAGNÓSTICO QUE ORIENTE LA FORMULACIÓN DE UN MANUAL TENDIENTE A NORMALIZAR EL BUEN USO Y MANEJO TÉCNICO AMBIENTAL DE LOS PRODUCTOS Y/O SERVICIOS ENTREGADOS A LOS USUARIOS DEL INVIAS,Presentación de oferta,2017-07-19,2017-07-19,2017-07-18,0,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,3,Mes(es),2017-07-25,2017-07-26,2017-07-26,Bogotá,Dirección de Contratación,0,0,5,0,2,0,0,2,0,Seleccionado,70,Si,CO1.AWD.154038,702266271,Distrito Capital de Bogotá,No Definido,2017-08-14,36890000,Leonardo Rodolfo Alvarez Velez,Kriteria SAS,901057949,V1.81102201,Cerrado,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.187504'},700676059,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.4129072,IDU-ID-SGGC-PSP-480-OCIT-2023,701946188,CO1.BDOS.4033320,CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES,Prestar servicios profesionales a la Oficina de Coordinación Interinstitucional para apoyar la Coordinación Interinstitucional y armonización con la Secretaría Distrital de Movilidad - SDM para la adecuada ejecución de los proyectos Transmilenio a cargo del IDU.,Presentación de oferta,2023-02-22,2023-02-22,2023-02-22,107280000,Contratación directa,Servicios profesionales y apoyo a la gestión,12,Mes(es),,,,Bogotá,Oficina de Coordinación Interinstitucional,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705489433,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,YONNY DANIEL DUITAMA IGUERA,1049621293,V1.81102201,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4059019'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.3072433,IDU-ID-SGGC-PSP-524-STCST-2022,701946188,CO1.BDOS.2988959,PRESTACION DE SERVICIOS DE SERVICIOS PROFESIONALES,Prestar servicios profesionales para apoyar a la supervisión en la gestión integral de los convenios y los contratos de interventoría que hacen seguimiento a las obras contratadas por el IDU asociadas a los proyectos relacionados con la conservación de la infraestructura vial a cargo de la Subdirección Técnica de Conservación del Subsistema de Transporte.,Presentación de oferta,2022-06-25,2022-06-25,2022-06-25,60760000,Contratación directa,Servicios profesionales y apoyo a la gestión,7,Mes(es),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705118578,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,YINNA MARCELA URRESTA MELO,1032431226,V1.81102201,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2994404'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.2362230,IDU-CMA-SGDU-031-2021 (Presentación de oferta),701946188,CO1.BDOS.2266734,Realizar el levantamiento; procesamiento y análisis de información para la actualización del diagnóstico y estado de la infraestructura de espacio público y ciclorrutas (Presentación de oferta),"Realizar el levantamiento, procesamiento y análisis de información para la actualización del diagnóstico y estado de la infraestructura de espacio público y ciclorrutas de Bogotá D.C., grupos 1 y 2.",Presentación de oferta,2021-10-07,2021-10-07,2021-10-07,1847879686,Concurso de méritos abierto,Ley 1150 de 2007,6,Mes(es),2021-10-21,2021-10-21,2021-11-09,No Aplica,Subdirección General de Desarrollo Urbano,0,0,44,0,4,0,0,4,2,Seleccionado,70,Si,CO1.AWD.1161277,704095611,Distrito Capital de Bogotá,No Definido,2021-11-29,944693152,DTPS 137,APPLUS SERVICIOS INTEGRALES SAS,9011359027,V1.81102201,Cerrado,Consultoría,No Definido,"V181101510, V181101512",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2301927'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.2362230,IDU-CMA-SGDU-031-2021 (Presentación de oferta),701946188,CO1.BDOS.2266734,Realizar el levantamiento; procesamiento y análisis de información para la actualización del diagnóstico y estado de la infraestructura de espacio público y ciclorrutas (Presentación de oferta),"Realizar el levantamiento, procesamiento y análisis de información para la actualización del diagnóstico y estado de la infraestructura de espacio público y ciclorrutas de Bogotá D.C., grupos 1 y 2.",Presentación de oferta,2021-10-07,2021-10-07,2021-10-07,1847879686,Concurso de méritos abierto,Ley 1150 de 2007,6,Mes(es),2021-10-21,2021-10-21,2021-11-09,No Aplica,Subdirección General de Desarrollo Urbano,0,0,44,0,4,0,0,4,2,Seleccionado,70,Si,CO1.AWD.1161277,704095611,Distrito Capital de Bogotá,No Definido,2021-11-29,944693152,DTPS 137,APPLUS SERVICIOS INTEGRALES SAS,9011359027,V1.81102201,Cerrado,Consultoría,No Definido,"V181101510, V181101512",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2301927'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.2362230,IDU-CMA-SGDU-031-2021 (Presentación de oferta),701946188,CO1.BDOS.2266734,Realizar el levantamiento; procesamiento y análisis de información para la actualización del diagnóstico y estado de la infraestructura de espacio público y ciclorrutas (Presentación de oferta),"Realizar el levantamiento, procesamiento y análisis de información para la actualización del diagnóstico y estado de la infraestructura de espacio público y ciclorrutas de Bogotá D.C., grupos 1 y 2.",Presentación de oferta,2021-10-07,2021-10-07,2021-10-07,1847879686,Concurso de méritos abierto,Ley 1150 de 2007,6,Mes(es),2021-10-21,2021-10-21,2021-11-09,No Aplica,Subdirección General de Desarrollo Urbano,0,0,44,0,4,0,0,4,2,Seleccionado,70,Si,CO1.AWD.1161277,704095611,Distrito Capital de Bogotá,No Definido,2021-11-29,944693152,DTPS 137,APPLUS SERVICIOS INTEGRALES SAS,9011359027,V1.81102201,Cerrado,Consultoría,No Definido,"V181101510, V181101512",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2301927'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1388402,IDU-ID-SGGC-PSP-1081-DTP-2020,701946188,CO1.BDOS.1346747,PRESTACION DE SERVICIOS,Prestar servicios profesionales como especialista en el componente de Geometría Vial y apoyar la Supervisión de proyectos y contratos de la Dirección Técnica de Proyectos que le sean asignados del Sistema Transmilenio.,Presentación de oferta,2020-07-29,2020-07-29,2020-07-29,34720000,Contratación directa,Servicios profesionales y apoyo a la gestión,120,día(s),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,706281367,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,GUSTAVO ROJAS CELY,9399044,V1.81102201,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1362922'},701946188,Adjudicado
AGENCIA NACIONAL DE SEGURIDAD VIAL,9008529985,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.1684842,C-PUBLICA 001-2021,703187666,CO1.BDOS.1634134,IDENTIFICAR LAS CONDICIONES Y FACTORES DE RIESGO PROPIOS DE LOS USUARIOS DE TRANSPORTE ACTIVO,IDENTIFICAR LAS CONDICIONES Y FACTORES DE RIESGO PROPIOS DE LOS USUARIOS DE TRANSPORTE ACTIVO,Presentación de oferta,2021-01-04,2021-01-04,2021-01-04,972051511,Contratación régimen especial (con ofertas),Regla aplicable,8,Mes(es),2021-02-10,2021-02-10,2021-02-10,No Aplica,GRUPO DE GESTIÓN CONTRACTUAL,0,0,56,0,12,0,0,12,0,Seleccionado,70,Si,CO1.AWD.949713,712581578,No Definido,Bogotá,2021-03-16,972050189,ELIANA MARIA PADILLA GONZALEZ,CONSORCIO MOVICONSULT-TPD,No Definido,V1.81102201,Cerrado,Otro,No Definido,"V181131501, V181131502, V181131504, V181141602, V181141606",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1632858'},703187666,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1901335,IDU-ID-SGGC-PSP-588-DTP-2021,701946188,CO1.BDOS.1850061,PRESTACIÓN DE SERVICIOS,"Prestar servicios profesionales como especialista en el componente de 
Geometría Vial y apoyar la Supervisión de proyectos y contratos de la 
Dirección Técnica de Proyectos que le sean asignados",Presentación de oferta,2021-03-26,2021-03-26,2021-03-26,78120000,Contratación directa,Servicios profesionales y apoyo a la gestión,9,Mes(es),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705496008,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,CARLOS ALBERTO HERNANDEZ GALVIS,1098622891,V1.81102201,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1876149'},701946188,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.193101,IP-OAP-006-2017,700676059,CO1.BDOS.189101,ELABORAR UN DIAGNÓSTICO QUE ORIENTE LA FORMULACIÓN DE UN MANUAL TENDIENTE A NORMALIZAR EL BUEN USO Y MANEJO TÉCNICO AMBIENTAL DE LOS PRODUCTOS Y/O SERVICIOS ENTREGADOS A LOS USUARIOS DEL INVIAS,ELABORAR UN DIAGNÓSTICO QUE ORIENTE LA FORMULACIÓN DE UN MANUAL TENDIENTE A NORMALIZAR EL BUEN USO Y MANEJO TÉCNICO AMBIENTAL DE LOS PRODUCTOS Y/O SERVICIOS ENTREGADOS A LOS USUARIOS DEL INVIAS,Presentación de oferta,2017-07-19,2017-07-19,2017-07-18,0,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,3,Mes(es),2017-07-25,2017-07-26,2017-07-26,Bogotá,Dirección de Contratación,0,0,5,0,2,0,0,2,0,Seleccionado,70,Si,CO1.AWD.154038,701379075,Chocó,No Definido,2017-08-14,36890000,Leonardo Rodolfo Alvarez Velez,CT+INNOVA SAS,900987504,V1.81102201,Cerrado,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.187504'},700676059,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.2731718,IDU-ID-SGGC-PSP-338-DTP-2022*,701946188,CO1.BDOS.2656197,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,"Prestar servicios profesionales como especialista, para apoyar las labores a cargo del grupo
de Diseño Geométrico de proyectos y contratos de la Dirección Técnica de Proyectos del
sistema Transmilenio.",Presentación de oferta,2022-01-22,2022-01-22,2022-01-22,86800000,Contratación directa,Servicios profesionales y apoyo a la gestión,10,Mes(es),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705452985,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,Elias Ricardo Leal Melo,1049606067,V1.81102201,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2668770'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1896008,IDU-ID-SGGC-PSP-467-DTP-2021,701946188,CO1.BDOS.1844207,Prestación de servicios,"Brindar apoyo profesional en la elaboración de documentos técnicos 
en los componentes de vías y estructuras a cargo de la Dirección 
Técnica de Proyectos.",Presentación de oferta,2021-04-27,2021-04-27,2021-04-27,54630000,Contratación directa,Servicios profesionales y apoyo a la gestión,9,Mes(es),,,,No Aplica,Dirección Técnica de Proyectos,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,703580159,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,MANUEL EDUARDO ALVAREZ VANEGAS,1074133645,V1.81102201,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1940546'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.4251870,IDU-ID-SGGC-PSP-987-DTP-2023,701946188,CO1.BDOS.4154547,Contrato de prestación de servicios profesionales,"Prestar servicios profesionales como especialista, para apoyar las labores a cargo del grupo
de Diseño Geométrico de proyectos y contratos de la Dirección Técnica de Proyectos del
sistema Transmilenio.",Presentación de oferta,2023-03-13,2023-03-13,2023-03-13,107280000,Contratación directa,Servicios profesionales y apoyo a la gestión,360,día(s),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,706281367,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,GUSTAVO ROJAS CELY,9399044,V1.81102201,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4166472'},701946188,Adjudicado
SOCIEDAD PUBLICA TERMINAL REGIONAL DE TRANSPORTE TERRESTRE DE TUNJA S.A.S,901154852,Boyacá,No Definido,Territorial,Descentralizada,CO1.REQ.3523543,CPS 014 2022,704364512,CO1.BDOS.3432451,SERVICIOS PROFESIONALES ING TRANSPORTES Y VIAS,"PRESTACIÓN DE SERVICIOS PROFESIONALES COMO INGENIERA DE TRANSPORTE Y VÍAS, PARA EL APOYO DE LA SOCIEDAD PÚBLICA TERMINAL REGIONAL DE TRANSPORTE TERRESTRE DE TUNJA S.A.S. EN LA SUPERVISIÓN DEL CONTRATO DE CONCESIÓN NO. 001 DE 2019.",Presentación de oferta,2022-10-24,2022-10-24,2022-10-24,4000000,Contratación régimen especial,Decreto 092 de 2017,67,día(s),,,,Tunja,PEDRO ALERTO JURADO PEÑA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,710043159,Boyacá,Tunja,,0,No Adjudicado,LIGIA PILAR TORRES CELY,46683366,V1.81102201,Abierto,Decreto 092 de 2017,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3438621'},704364512,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1294528,IDU-ID-SGGC-PSP-852-DTP-2020,701946188,CO1.BDOS.1256102,PRESTACIÓN DE SERVICIOS PROFESIONALES Y/O APOYO A LA GESTIÓN,Prestar servicios profesionales como especialista en el componente de Geometría Vial y apoyar la Supervisión de proyectos y contratos de la Dirección Técnica de Proyectos que le sean asignados,Presentación de oferta,2020-05-25,2020-05-25,2020-05-25,73780000,Contratación directa,Servicios profesionales y apoyo a la gestión,220,día(s),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705437259,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,cesar napoleon guio,74334722,V1.81102201,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1261666'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1853062,IDU-ID-SGGC-PSP-286-DTP-2021,701946188,CO1.BDOS.1802672,PRESTACIÓN DE SERVICIOS,Prestar servicios profesionales especializado para la estructuración y elaboración de los diseños de los proyectos de la Dirección del programa Zona Bajo Puentes.,Presentación de oferta,2021-03-08,2021-03-08,2021-03-08,95480000,Contratación directa,Servicios profesionales y apoyo a la gestión,11,Mes(es),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,704106145,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,Carlos Ernesto Lince Rodriguez,80927382,V1.81102201,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1827678'},701946188,Adjudicado
MINISTERIO DE TRANSPORTE*,899999055,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.6288884,CD-839-2024,700612096,CO1.BDOS.6166991,PRESTAR LOS SERVICIOS PROFESIONALES PARA APOYAR TÉCNICAMENTE AL GRUPO DE REGULACIÓN; EN LA CONSTRUCCIÓN; REVISIÓN; SEGUIMIENTO Y DEMÁS ASUNTOS REQUERIDOS PARA EL CUMPLIMIENTO DE LAS ACTIVIDADES PROGRA,"VM TTE-986 PRESTAR LOS SERVICIOS PROFESIONALES PARA APOYAR TÉCNICAMENTE AL GRUPO DE REGULACIÓN, EN LA CONSTRUCCIÓN, REVISIÓN, SEGUIMIENTO Y DEMÁS ASUNTOS REQUERIDOS PARA EL CUMPLIMIENTO DE LAS ACTIVIDADES PROGRAMADAS EN LA AGENDA REGULATORIA, EN ESPECIAL LAS RELACIONADAS CON LA IMPLEMENTACIÓN DE UN SISTEMA DE RECOLECCIÓN DE DATOS PARA EL TRANSPORTE TERRESTRE AUTOMOTOR.",Presentación de oferta,2024-05-24,2024-05-24,2024-05-24,50866667,Contratación directa,Servicios profesionales y apoyo a la gestión,217,día(s),,,,Bogotá,Grupo Contratos,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,706656121,Antioquia,Envigado,,0,No Adjudicado,Santiago Hernández Ochoa,1037643271,V1.81102201,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6175365'},700612096,Adjudicado
AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,8301259969,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2228434,CONVENIO INTERADMINISTRATIVO No. VGC-519-2021,700771041,CO1.BDOS.2134794,CONVENIO INTERADMINISTRATIVO,"El presente Convenio tiene por objeto aunar esfuerzos entre CENIT y la ANI, con el fin de definir las condiciones para desarrollar la infraestructura de despacho en la nueva terminal de combustibles del Aeropuerto Internacional El Dorado, encaminados a garantizar la seguridad operacional de los sistemas de CENIT y del Aeropuerto Internacional El Dorado en lo referente al abastecimiento de Jet A1.",Presentación de oferta,2021-08-12,2021-08-12,2021-08-12,200000000,Contratación directa,Contratos o convenios Interadministrativos (valor cero),5,Año(s),,,,Bogotá,VICEPRESIDENCIA JURIDICA  GERENCIA DE CONTRATACIÒN,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,703307629,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,CENIT,9005312103,V1.81102201,Abierto,Otro,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2169438'},700771041,Adjudicado
UNIVERSIDAD NACIONAL DE COLOMBIA,899999063,Distrito Capital de Bogotá,No Definido,Nacional,Centralizada,CO1.REQ.3572934,M-2397,700698038,CO1.BDOS.3481069,OSE_578_3015,"PRESTAR SERVICIOS PARA INTEGRAR EL COMPONENTE DE ESPACIOS PÚBLICO, AL ESTUDIO  DESARROLLO DE ALTERNATIVAS PARA LA PROTECCIÓN DE INUNDACIONES Y PERDIDA DE TERRENOS EN LA ZONA URBANA DEL MUNICIPIO DE GRANADA",Presentación de oferta,2022-11-04,2022-11-04,2022-11-04,11900000,Contratación régimen especial,Decreto 092 de 2017,0,día(s),,,,Bogotá,Medellin Fac. de minas,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81102201,Abierto,Decreto 092 de 2017,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3487207'},700698038,Presentación de oferta
